exp,site,island_main,Island_name,trt_grazing,trt_blind,trt,plot,Name,rute.nr,uniqid,Plott,nut,val
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,K,861.4
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,P,23.8
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Fe,18.58
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Mn,2.39
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Cu,0.098
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Zn,5.24
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,B,0
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,S,22.8
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Pb,1.012
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Al,15.6
Setesdal_grazing,M3,M,NA,G,B,M-G,1,3B1,3B1S,M3-G-1,3B1,Cd,0.018
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,NO3,535
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,NH4,49.6
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Ca,525
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Mg,482.7
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,K,340.1
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,P,1.27
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Fe,182.22
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Mn,17.38
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Cu,0.204
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Zn,33.17
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,B,0.22
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,S,65.9
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Pb,2.388
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Al,187.5
Setesdal_grazing,M3,M,NA,NG,A,M-NG,2,3A2,3A2S,M3-NG-2,3A2,Cd,0.132
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,NO3,49.7
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,NH4,11.9
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Ca,127
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Mg,70.9
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,K,220.5
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,P,0.89
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Fe,2683.5
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Mn,1.5
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Cu,0.153
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Zn,5.33
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,B,1.35
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,S,70.2
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Pb,3.48
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Al,255.5
Setesdal_grazing,M7,M,NA,G,B,M-G,2,7B2,7B2S,M7-G-2,7B2,Cd,0.117
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,NO3,80.2
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,NH4,20.3
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Ca,373
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Mg,167.5
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,K,272.9
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,P,1.31
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Fe,1106.43
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Mn,7.27
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Cu,0.535
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Zn,65.86
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,B,0.44
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,S,115.3
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Pb,8.683
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Al,378.1
Setesdal_grazing,M7,M,NA,NG,A,M-NG,2,7A2,7A2S,M7-NG-2,7A2,Cd,0.204
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,NO3,0.2
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,NH4,26
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Ca,221
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Mg,112.8
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,K,939
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,P,0.67
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Fe,238.57
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Mn,5.83
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Cu,0.186
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Zn,7.93
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,B,0.64
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,S,125.7
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Pb,2.318
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Al,86
Setesdal_grazing,M9,M,NA,G,B,M-G,1,9B1,9B1S,M9-G-1,9B1,Cd,0.14
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,NO3,169.6
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,NH4,2.5
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Ca,380
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Mg,246.3
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,K,556.1
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,P,1.06
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Fe,14.03
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Mn,2.03
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Cu,0.13
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Zn,13.97
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,B,0.07
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,S,60.9
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Pb,6.318
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Al,215.7
Setesdal_grazing,M9,M,NA,NG,A,M-NG,1,9A1,9A1S,M9-NG-1,9A1,Cd,0.271
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,NO3,0
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,NH4,12.7
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Ca,487
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Mg,280.6
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,K,550.1
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,P,1.27
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Fe,171.89
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Mn,1.67
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Cu,0.144
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Zn,19.3
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,B,0.43
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,S,113.8
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Pb,10.332
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Al,167.6
Setesdal_grazing,M10,M,NA,G,B,M-G,1,10B1,10B1S,M10-G-1,10B1,Cd,0.297
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,NO3,2.3
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,NH4,10.3
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Ca,675
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Mg,472.1
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,K,720.4
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,P,2.5
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Fe,4.56
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Mn,2.16
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Cu,0.094
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Zn,24.86
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,B,0.29
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,S,60.3
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Pb,3.698
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Al,73.2
Setesdal_grazing,M10,M,NA,NG,A,M-NG,1,10A1,10A1S,M10-NG-1,10A1,Cd,0.445
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,NO3,0.4
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,NH4,16.9
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Ca,147
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Mg,162.5
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,K,529.1
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,P,18.66
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Fe,2.76
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Mn,1.32
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Cu,0.06
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Zn,2.05
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,B,0.05
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,S,17.8
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Pb,0.633
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Al,8.3
Setesdal_grazing,I1,I,Hånhellerøya,NG,A,I-NG,2,I1P2UB,Øy1-2-UB,I1-NG-2,1.2,Cd,0.036
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,NO3,0.6
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,NH4,3.4
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Ca,744
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Mg,669
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,K,285.6
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,P,3.3
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Fe,120.85
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Mn,8.36
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Cu,0.066
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Zn,11.79
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,B,0.3
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,S,12.2
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Pb,2.734
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Al,37
Setesdal_grazing,I2,I,Madagaskar,NG,A,I-NG,3,I2P3UB,Øy2-3-UB,I2-NG-3,2.3,Cd,0.122
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,NO3,8.3
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,NH4,4.2
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Ca,1143
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Mg,561.3
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,K,414.3
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,P,3.28
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Fe,4.02
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Mn,14.99
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Cu,0.112
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Zn,21
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,B,0.27
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,S,42.9
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Pb,1.42
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Al,20.8
Setesdal_grazing,I4,I,Bukkøyna,NG,A,I-NG,3,I4P3UB,Øy4-3-UB,I4-NG-3,NA,Cd,0.204
